NORAD_ID,Isim,Kutle_kg,Kesit_Alani_m2,Enlem,Boylam,Yukseklik_km
33051,Chinasat 9,4466.0,73.75070204097398,-0.35485817614840925,92.45121356845395,35773.12962439703
33053,Fermi Gamma-ray Space Tel.,4277.0,26.707610305368103,24.51300560656654,159.85162254883278,487.8264927402802
33055,Skynet 5C,4635.0,92.43403374947232,-2.3361289835244796,-17.908694083624805,35782.03318218588
33056,Turksat 3A,3010.0,65.01383986634404,-0.05064914780467232,41.95351109886105,35768.10180690996
33153,Intelsat 25 (Protostar 1),4194.0,76.9223316709106,-0.9998615286947782,-31.55994273689798,35780.3621415897
33207,EchoStar 11,5525.0,86.68864534751398,0.6854986909805474,-109.92444965000782,35791.28978769768
33274,Superbird C2,4820.0,96.84380392260265,0.3782101866731304,136.03437691014207,35776.25701120502
33278,Inmarsat-4 F3,5958.0,127.5879329694132,-0.5486579327531204,-98.02933463503689,35797.36369523752
33320,Huan Jing 1A,510.0,4.618348122532952,-77.53407726156208,-97.84068396358482,657.0632498204138
33321,Huan Jing 1B,510.0,4.618348122532952,-72.52713538229709,-82.27663971163098,671.9274646248092
33331,GeoEye-1,1923.0,14.085039294811626,27.989317550518788,29.708141083451256,684.0629265444474
33373,Nimiq 4,4850.0,94.43833234499792,0.03224807463317017,-81.99830410257417,35793.27422042901
