Tarih,Gunluk_Kp_Toplami,F10_Gunes_Akisi
2026-01-28,290.0,133.1
2026-01-29,280.0,128.7
2026-01-30,160.0,127.5
2026-01-31,80.0,140.5
2026-02-01,67.0,161.5
2026-02-02,110.0,173.8
2026-02-03,90.0,177.6
2026-02-04,133.0,167.2
2026-02-05,243.0,175.9
2026-02-06,210.0,163.7
2026-02-07,233.0,169.4
2026-02-08,130.0,167.4
2026-02-09,137.0,144.2
2026-02-10,153.0,142.1
2026-02-11,247.0,128.9
2026-02-12,150.0,129.0
2026-02-13,207.0,117.3
2026-02-14,143.0,116.9
2026-02-15,293.0,117.5
2026-02-16,293.0,117.9
2026-02-17,187.0,121.5
2026-02-18,183.0,118.7
2026-02-19,170.0,116.4
2026-02-20,190.0,111.1
2026-02-21,213.0,109.9
2026-02-22,347.0,110.1
2026-02-23,273.0,107.9
2026-02-24,233.0,119.6
2026-02-25,217.0,124.7
2026-02-26,240.0,129.8
2026-02-27,173.0,138.5
2026-02-28,150.0,140.7
2026-03-01,147.0,147.0
2026-03-02,80.0,147.6
2026-03-03,213.0,143.5
2026-03-04,133.0,141.2
2026-03-05,50.0,146.2
2026-03-06,133.0,142.8
2026-03-07,250.0,135.4
2026-03-08,280.0,134.5
2026-03-09,130.0,128.4
2026-03-10,213.0,126.9
2026-03-11,163.0,122.8
2026-03-12,143.0,120.8
2026-03-13,267.0,120.3
2026-03-14,357.0,111.6
2026-03-15,237.0,108.9
2026-03-16,163.0,111.2
2026-03-17,73.0,111.1
2026-03-18,73.0,112.9
2026-03-19,23.0,106.0
2026-03-20,287.0,102.1
2026-03-21,343.0,107.2
2026-03-22,450.0,120.1
2026-03-23,330.0,124.3
2026-03-24,253.0,128.3
2026-03-25,203.0,140.1
2026-03-26,173.0,152.2
2026-03-27,113.0,156.4
2026-03-28,133.0,158.6
2026-03-29,153.0,155.5
2026-03-30,233.0,155.5
2026-03-31,177.0,150.4
2026-04-01,136.0,155.3
2026-04-02,136.0,155.2
2026-04-03,264.0,145.1
2026-04-04,304.0,115.0
2026-04-05,192.0,109.9
2026-04-06,240.0,119.9
2026-04-07,176.0,119.8
2026-04-08,160.0,117.7
2026-04-09,312.0,119.7
2026-04-10,376.0,109.6
2026-04-11,280.0,111.6
2026-04-12,216.0,114.5
2026-04-13,176.0,114.4
2026-04-14,160.0,109.4
2026-04-15,104.0,114.3
2026-04-16,80.0,114.2
2026-04-17,160.0,119.1
2026-04-18,400.0,121.0
2026-04-19,352.0,119.0
2026-04-20,232.0,118.9
2026-04-21,216.0,120.8
2026-04-22,192.0,123.7
2026-04-23,176.0,128.6
2026-04-24,104.0,128.6
2026-04-25,192.0,126.5
2026-04-26,264.0,123.5
2026-04-27,240.0,123.4
2026-04-28,104.0,128.3
2026-04-29,104.0,118.4
2026-04-30,240.0,118.3
2026-05-01,296.0,113.3
2026-05-02,192.0,108.3
2026-05-03,216.0,118.1
2026-05-04,176.0,118.1
2026-05-05,160.0,116.0
2026-05-06,336.0,117.9
2026-05-07,384.0,108.1
2026-05-08,296.0,110.0
2026-05-09,264.0,112.9
2026-05-10,216.0,112.8
2026-05-11,176.0,107.9
